DFS Time (s),A* Time (s),UCS Time (s),IDS Time (s)
5.1975250244140625e-05,6.413459777832031e-05,5.3882598876953125e-05,0.00024390220642089844
5.888938903808594e-05,7.414817810058594e-05,9.298324584960938e-05,0.000453948974609375
4.601478576660156e-05,4.506111145019531e-05,6.604194641113281e-05,0.00014400482177734375
5.078315734863281e-05,6.985664367675781e-05,5.793571472167969e-05,0.0003490447998046875
2.4080276489257812e-05,3.1948089599609375e-05,2.9325485229492188e-05,6.67572021484375e-05
2.5033950805664062e-05,3.314018249511719e-05,2.7894973754882812e-05,6.604194641113281e-05
5.5789947509765625e-05,4.1961669921875e-05,3.2901763916015625e-05,9.703636169433594e-05
4.1961669921875e-05,6.175041198730469e-05,4.8160552978515625e-05,0.0002949237823486328
8.797645568847656e-05,0.00012493133544921875,0.000125885009765625,0.0002541542053222656
3.0040740966796875e-05,3.2901763916015625e-05,2.7179718017578125e-05,6.890296936035156e-05
4.887580871582031e-05,4.982948303222656e-05,4.00543212890625e-05,0.0001480579376220703
4.410743713378906e-05,4.410743713378906e-05,3.504753112792969e-05,0.0001227855682373047
3.62396240234375e-05,4.38690185546875e-05,3.790855407714844e-05,0.00014328956604003906
4.482269287109375e-05,6.508827209472656e-05,5.984306335449219e-05,0.0003249645233154297
4.410743713378906e-05,6.723403930664062e-05,6.008148193359375e-05,0.0003159046173095703
3.0994415283203125e-05,3.504753112792969e-05,3.314018249511719e-05,7.009506225585938e-05
3.409385681152344e-05,5.2928924560546875e-05,4.506111145019531e-05,0.00022292137145996094
2.7894973754882812e-05,4.1961669921875e-05,3.886222839355469e-05,0.0001289844512939453
4.38690185546875e-05,4.8160552978515625e-05,3.814697265625e-05,0.00014901161193847656
4.8160552978515625e-05,6.914138793945312e-05,5.91278076171875e-05,0.000286102294921875
5.2928924560546875e-05,5.3882598876953125e-05,4.1961669921875e-05,0.0001838207244873047
4.38690185546875e-05,5.030632019042969e-05,4.696846008300781e-05,0.00015497207641601562
3.0994415283203125e-05,4.57763671875e-05,3.719329833984375e-05,0.00013494491577148438
3.5762786865234375e-05,5.316734313964844e-05,7.200241088867188e-05,0.00016188621520996094
3.2901763916015625e-05,4.00543212890625e-05,3.314018249511719e-05,9.775161743164062e-05
4.220008850097656e-05,6.4849853515625e-05,5.412101745605469e-05,0.0003597736358642578
0.00012111663818359375,0.0001571178436279297,0.00013327598571777344,0.0007381439208984375
3.62396240234375e-05,5.1021575927734375e-05,4.601478576660156e-05,0.0002238750457763672
3.7670135498046875e-05,3.6716461181640625e-05,3.1948089599609375e-05,0.000164031982421875
2.5272369384765625e-05,3.600120544433594e-05,3.1948089599609375e-05,9.489059448242188e-05
5.1975250244140625e-05,6.29425048828125e-05,5.984306335449219e-05,0.00026297569274902344
4.792213439941406e-05,7.200241088867188e-05,6.198883056640625e-05,0.00033402442932128906
0.00010323524475097656,0.00011515617370605469,9.799003601074219e-05,0.0002770423889160156
0.00015091896057128906,0.0003428459167480469,0.00015997886657714844,0.0008730888366699219
4.982948303222656e-05,6.914138793945312e-05,5.91278076171875e-05,0.0002779960632324219
6.008148193359375e-05,8.225440979003906e-05,6.580352783203125e-05,0.00040793418884277344
0.00011396408081054688,0.00015091896057128906,7.295608520507812e-05,0.0002582073211669922
3.409385681152344e-05,8.797645568847656e-05,5.602836608886719e-05,9.703636169433594e-05
0.00012803077697753906,0.0001919269561767578,0.0001900196075439453,0.0010569095611572266
0.00010800361633300781,0.00011110305786132812,9.489059448242188e-05,0.0002758502960205078
0.0001220703125,0.00018215179443359375,0.00020599365234375,0.0009419918060302734
0.0001327991485595703,0.0002551078796386719,0.00017499923706054688,0.0008897781372070312
5.507469177246094e-05,7.724761962890625e-05,7.009506225585938e-05,0.0003299713134765625
3.0994415283203125e-05,4.315376281738281e-05,3.910064697265625e-05,8.988380432128906e-05
5.91278076171875e-05,7.915496826171875e-05,7.104873657226562e-05,0.00035500526428222656
0.00013113021850585938,0.0002129077911376953,0.00015807151794433594,0.0009639263153076172
0.0002181529998779297,0.0002720355987548828,9.417533874511719e-05,0.0006849765777587891
6.985664367675781e-05,9.584426879882812e-05,8.869171142578125e-05,0.00044798851013183594
5.817413330078125e-05,7.796287536621094e-05,6.580352783203125e-05,0.000247955322265625
6.699562072753906e-05,5.626678466796875e-05,4.482269287109375e-05,0.00013709068298339844
8.702278137207031e-05,9.703636169433594e-05,7.128715515136719e-05,0.00017189979553222656
4.673004150390625e-05,7.295608520507812e-05,5.698204040527344e-05,0.00022602081298828125
3.814697265625e-05,5.507469177246094e-05,4.1961669921875e-05,0.0001380443572998047
6.985664367675781e-05,0.00013589859008789062,9.202957153320312e-05,0.0005621910095214844
6.008148193359375e-05,6.604194641113281e-05,6.222724914550781e-05,0.00017023086547851562
6.198883056640625e-05,7.915496826171875e-05,6.985664367675781e-05,0.00029397010803222656
0.00027298927307128906,0.0002009868621826172,0.00011587142944335938,0.0004169940948486328
6.67572021484375e-05,6.67572021484375e-05,5.0067901611328125e-05,0.00014519691467285156
3.719329833984375e-05,5.626678466796875e-05,5.0067901611328125e-05,0.00014495849609375
3.790855407714844e-05,6.198883056640625e-05,5.4836273193359375e-05,0.000202178955078125
7.081031799316406e-05,0.00010895729064941406,8.702278137207031e-05,0.0005550384521484375
0.00015115737915039062,0.00017786026000976562,0.0001239776611328125,0.0005450248718261719
4.982948303222656e-05,5.3882598876953125e-05,4.7206878662109375e-05,0.00013184547424316406
3.218650817871094e-05,4.792213439941406e-05,3.886222839355469e-05,0.0001201629638671875
5.507469177246094e-05,6.318092346191406e-05,5.2928924560546875e-05,0.00023293495178222656
4.506111145019531e-05,7.104873657226562e-05,6.103515625e-05,0.0003578662872314453
0.00011491775512695312,0.00014591217041015625,0.00012373924255371094,0.0005040168762207031
0.00020194053649902344,0.0002868175506591797,0.0003387928009033203,0.0011718273162841797
4.506111145019531e-05,0.00011706352233886719,5.125999450683594e-05,0.0001728534698486328
5.2928924560546875e-05,8.082389831542969e-05,6.890296936035156e-05,0.0003600120544433594
9.393692016601562e-05,8.392333984375e-05,0.00011110305786132812,0.0004601478576660156
9.274482727050781e-05,0.00023293495178222656,0.00019097328186035156,0.0004208087921142578
5.1975250244140625e-05,5.6743621826171875e-05,4.410743713378906e-05,0.00015687942504882812
0.00012683868408203125,0.0001380443572998047,0.00013208389282226562,0.00042438507080078125
4.315376281738281e-05,5.6743621826171875e-05,7.700920104980469e-05,0.00019311904907226562
4.7206878662109375e-05,5.1975250244140625e-05,5.0067901611328125e-05,0.00013494491577148438
4.57763671875e-05,6.985664367675781e-05,6.29425048828125e-05,0.0002989768981933594
5.4836273193359375e-05,9.012222290039062e-05,7.319450378417969e-05,0.0004730224609375
3.600120544433594e-05,5.173683166503906e-05,4.6253204345703125e-05,0.00016689300537109375
5.221366882324219e-05,6.198883056640625e-05,4.887580871582031e-05,0.00021719932556152344
5.412101745605469e-05,7.772445678710938e-05,6.914138793945312e-05,0.00042176246643066406
3.504753112792969e-05,7.700920104980469e-05,4.100799560546875e-05,0.00015497207641601562
3.695487976074219e-05,5.698204040527344e-05,4.8160552978515625e-05,0.00024819374084472656
3.0994415283203125e-05,4.601478576660156e-05,4.1961669921875e-05,0.0001506805419921875
2.5987625122070312e-05,3.814697265625e-05,3.0994415283203125e-05,0.000102996826171875
4.673004150390625e-05,7.200241088867188e-05,6.079673767089844e-05,0.00040912628173828125
2.288818359375e-05,3.1948089599609375e-05,2.6226043701171875e-05,6.699562072753906e-05
3.075599670410156e-05,4.100799560546875e-05,3.409385681152344e-05,0.00010585784912109375
4.100799560546875e-05,7.581710815429688e-05,8.702278137207031e-05,0.00040221214294433594
3.62396240234375e-05,4.38690185546875e-05,3.695487976074219e-05,0.00011301040649414062
3.886222839355469e-05,5.698204040527344e-05,4.315376281738281e-05,0.000164031982421875
5.1021575927734375e-05,4.8160552978515625e-05,4.315376281738281e-05,0.000125885009765625
2.5987625122070312e-05,7.295608520507812e-05,3.933906555175781e-05,8.273124694824219e-05
5.984306335449219e-05,6.771087646484375e-05,5.888938903808594e-05,0.00028896331787109375
5.316734313964844e-05,6.985664367675781e-05,7.295608520507812e-05,0.00036406517028808594
4.8160552978515625e-05,7.605552673339844e-05,5.888938903808594e-05,0.0004410743713378906
6.103515625e-05,8.296966552734375e-05,7.390975952148438e-05,0.0004429817199707031
3.0994415283203125e-05,6.914138793945312e-05,4.1961669921875e-05,0.0001201629638671875
4.410743713378906e-05,5.793571472167969e-05,5.078315734863281e-05,0.0002219676971435547
3.218650817871094e-05,5.1975250244140625e-05,4.6253204345703125e-05,0.0001957416534423828
3.409385681152344e-05,5.030632019042969e-05,4.1961669921875e-05,0.00016832351684570312
5.412101745605469e-05,5.888938903808594e-05,4.696846008300781e-05,0.00019931793212890625
3.528594970703125e-05,5.1975250244140625e-05,4.291534423828125e-05,0.00016307830810546875
4.887580871582031e-05,0.00015783309936523438,6.389617919921875e-05,8.130073547363281e-05
4.029273986816406e-05,5.2928924560546875e-05,3.886222839355469e-05,0.00016307830810546875
3.1948089599609375e-05,0.00011301040649414062,7.796287536621094e-05,8.296966552734375e-05
5.888938903808594e-05,7.295608520507812e-05,7.104873657226562e-05,0.0003368854522705078
3.7670135498046875e-05,8.869171142578125e-05,4.601478576660156e-05,0.00015115737915039062
5.0067901611328125e-05,6.818771362304688e-05,6.008148193359375e-05,0.0002770423889160156
4.982948303222656e-05,0.00014495849609375,0.00013375282287597656,0.0006892681121826172
5.91278076171875e-05,7.486343383789062e-05,7.200241088867188e-05,0.0004138946533203125
3.314018249511719e-05,4.8160552978515625e-05,3.6716461181640625e-05,0.00011205673217773438
4.00543212890625e-05,5.3882598876953125e-05,4.601478576660156e-05,0.0001609325408935547
4.9114227294921875e-05,5.316734313964844e-05,4.506111145019531e-05,0.0002288818359375
3.0279159545898438e-05,3.886222839355469e-05,3.1948089599609375e-05,7.510185241699219e-05
3.409385681152344e-05,7.414817810058594e-05,4.792213439941406e-05,0.00016307830810546875
4.696846008300781e-05,6.389617919921875e-05,5.412101745605469e-05,0.00022029876708984375
2.4080276489257812e-05,3.504753112792969e-05,3.314018249511719e-05,7.104873657226562e-05
8.296966552734375e-05,8.106231689453125e-05,6.890296936035156e-05,0.0004119873046875
3.910064697265625e-05,5.91278076171875e-05,4.8160552978515625e-05,0.00022101402282714844
4.410743713378906e-05,4.8160552978515625e-05,4.1961669921875e-05,0.0001506805419921875
3.695487976074219e-05,5.1975250244140625e-05,4.1961669921875e-05,0.00016880035400390625
3.0040740966796875e-05,4.696846008300781e-05,3.933906555175781e-05,0.00015282630920410156
3.0994415283203125e-05,3.6716461181640625e-05,3.409385681152344e-05,7.605552673339844e-05
3.981590270996094e-05,5.412101745605469e-05,3.886222839355469e-05,0.00015091896057128906
4.482269287109375e-05,4.410743713378906e-05,3.695487976074219e-05,0.0001480579376220703
4.410743713378906e-05,4.410743713378906e-05,3.600120544433594e-05,0.00010895729064941406
4.696846008300781e-05,7.724761962890625e-05,6.723403930664062e-05,0.0004761219024658203
5.0067901611328125e-05,6.890296936035156e-05,5.698204040527344e-05,0.00027823448181152344
4.982948303222656e-05,4.696846008300781e-05,3.886222839355469e-05,0.0001430511474609375
3.0040740966796875e-05,3.504753112792969e-05,3.409385681152344e-05,7.915496826171875e-05
5.125999450683594e-05,5.1021575927734375e-05,4.982948303222656e-05,0.0001251697540283203
3.1948089599609375e-05,4.696846008300781e-05,4.00543212890625e-05,0.00014519691467285156
3.600120544433594e-05,4.506111145019531e-05,3.7670135498046875e-05,0.00011396408081054688
3.4809112548828125e-05,3.719329833984375e-05,3.0040740966796875e-05,7.414817810058594e-05
4.291534423828125e-05,5.412101745605469e-05,5.078315734863281e-05,0.00018095970153808594
